2025-12-09T10:52:01.959336,1765248721959336276,0X00378ED13A000194,0X0901,0X0000000200000008,CFE_IF2606,0,39142,0,null,null,4523.8,null,4985.2,4078.8,4533.4,4512.6,4514,2609,3540465300,null,27161,4513.4,4514.4,1,2,4513,4514.6,7,1,4512.6,4514.8,2,1,4512.2,4515,2,2,4512,4515.2,4,1,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765248721959336086
2025-12-09T10:52:02.455101,1765248722455101950,0X00378ED23A0002E7,0X0901,0X0000000200000008,CFE_IF2606,0,39142,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4512.6,4514,2609,3540465300,null,27161,4513.4,4514.2,1,1,4513,4514.4,7,2,4512.6,4514.6,2,1,4512.2,4514.8,2,1,4512,4515,4,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765248722455101850
2025-12-09T10:52:04.455333,1765248724455333798,0X00378ED43A000667,0X0901,0X0000000200000008,CFE_IF2606,0,39144,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4512.6,4514,2609,3540465300,null,27161,4513.4,4514.2,1,1,4513,4514.4,7,1,4512.6,4514.6,2,1,4512.2,4514.8,2,1,4512,4515,4,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765248724455333108
2025-12-09T10:52:04.952954,1765248724952954664,0X00378ED43A000720,0X0901,0X0000000200000008,CFE_IF2606,0,39145,0,null,null,4523.8,null,4985.2,4078.8,4533.4,4512.6,4514,2609,3540465300,null,27161,4513.4,4514,1,1,4513,4514.2,7,1,4512.6,4514.4,2,1,4512.2,4514.6,2,1,4512,4514.8,4,1,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765248724952954544
2025-12-09T10:52:07.471332,1765248727471332920,0X00378ED73A0009F3,0X0901,0X0000000200000008,CFE_IF2606,0,39147,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4512.6,4514,2609,3540465300,null,27161,4513.4,4514,2,1,4513,4514.2,7,1,4512.6,4514.4,2,1,4512.2,4514.6,2,1,4512,4514.8,4,1,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765248727471332740
2025-12-09T10:52:08.459340,1765248728459340697,0X00378ED83A000B72,0X0901,0X0000000200000008,CFE_IF2606,0,39148,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4512.6,4514,2609,3540465300,null,27161,4513.4,4514.2,2,1,4513,4514.4,7,1,4512.6,4514.6,2,1,4512.2,4514.8,2,1,4512,4515,4,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765248728459340417
2025-12-09T10:52:08.958362,1765248728958362050,0X00378ED83A000C41,0X0901,0X0000000200000008,CFE_IF2606,0,39149,0,null,null,4523.8,null,4985.2,4078.8,4533.4,4512.6,4514.4,2611,3543173880,null,27162,4513.4,4514.4,2,1,4513,4514.6,7,1,4512.6,4514.8,2,1,4512.2,4515,2,2,4512,4515.6,4,1,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765248728958361950
2025-12-09T10:52:09.460014,1765248729460014383,0X00378ED93A000CE7,0X0901,0X0000000200000008,CFE_IF2606,0,39149,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4512.6,4514.4,2611,3543173880,null,27162,4513.6,4514.2,1,1,4513.4,4514.4,2,1,4513,4514.6,7,1,4512.6,4515,2,2,4512.2,4515.6,2,1,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765248729460013983
2025-12-09T10:52:09.967336,1765248729967336373,0X00378ED93A000D9E,0X0901,0X0000000200000008,CFE_IF2606,0,39150,0,null,null,4523.8,null,4985.2,4078.8,4533.4,4512.6,4514.4,2611,3543173880,null,27162,4513.4,4514.2,2,1,4513,4514.4,7,1,4512.6,4514.6,2,1,4512.2,4515,2,2,4512,4515.6,4,1,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765248729967336283
2025-12-09T10:52:10.959670,1765248730959670231,0X00378EDA3A000F1C,0X0901,0X0000000200000008,CFE_IF2606,0,39151,0,null,null,4523.8,null,4985.2,4078.8,4533.4,4512.6,4514.4,2611,3543173880,null,27162,4513.6,4514.2,1,1,4513.4,4514.4,2,1,4513,4514.6,7,1,4512.6,4515,2,2,4512.2,4515.6,2,1,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765248730959669751
