2025-12-09T13:16:44.363429,1765257404363429767,0X0037B0BC9C033E7B,0X0901,0X0000000200000008,CFE_IF2606,0,47791,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4510.4,4512.4,3207,4350544080,null,27316,4511.8,4512.2,1,1,4511,4512.4,1,2,4510.2,4512.6,10,1,4510,4513,6,1,4509,4513.2,1,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765257404363429528
2025-12-09T13:16:44.863998,1765257404863998578,0X0037B0BC9C033E87,0X0901,0X0000000200000008,CFE_IF2606,0,47792,0,null,null,4523.8,null,4985.2,4078.8,4533.4,4510.4,4512.4,3207,4350544080,null,27316,4511,4512.4,1,2,4510.2,4512.6,10,1,4510,4513,6,1,4509,4513.2,1,2,4508.8,4514,3,1,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765257404863998474
2025-12-09T13:16:45.362621,1765257405362621431,0X0037B0BD9C033E93,0X0901,0X0000000200000008,CFE_IF2606,0,47792,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4510.4,4512.4,3207,4350544080,null,27316,4511.4,4512.2,1,1,4511.2,4512.4,4,2,4511,4512.6,1,1,4510.2,4513,10,1,4510,4513.2,6,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765257405362621327
2025-12-09T13:16:46.361901,1765257406361901351,0X0037B0BE9C033EA7,0X0901,0X0000000200000008,CFE_IF2606,0,47793,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4510.4,4512.4,3207,4350544080,null,27316,4511.6,4512.2,1,1,4511.4,4512.4,1,2,4511.2,4512.6,4,1,4511,4513,1,1,4510.2,4513.2,10,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765257406361901202
2025-12-09T13:16:47.367520,1765257407367520208,0X0037B0BF9C033EBC,0X0901,0X0000000200000008,CFE_IF2606,0,47794,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4510.4,4512.4,3207,4350544080,null,27316,4511.4,4512.2,1,1,4511.2,4512.4,4,2,4511,4512.6,1,1,4510.2,4513,10,1,4510,4513.2,6,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765257407367520101
2025-12-09T13:16:47.863440,1765257407863440864,0X0037B0BF9C033ECB,0X0901,0X0000000200000008,CFE_IF2606,0,47795,0,null,null,4523.8,null,4985.2,4078.8,4533.4,4510.4,4512.4,3207,4350544080,null,27316,4511.6,4512.2,2,1,4511.4,4512.4,1,2,4511.2,4512.6,4,1,4511,4513,1,1,4510.2,4513.2,10,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765257407863440759
2025-12-09T13:16:48.363299,1765257408363299924,0X0037B0C09C033ED6,0X0901,0X0000000200000008,CFE_IF2606,0,47795,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4510.4,4512.4,3207,4350544080,null,27316,4511.6,4512.4,2,2,4511.4,4512.6,1,1,4511.2,4513,4,1,4511,4513.2,1,2,4510.2,4514,10,1,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765257408363299820
2025-12-09T13:16:50.365240,1765257410365240235,0X0037B0C29C033F00,0X0901,0X0000000200000008,CFE_IF2606,0,47797,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4510.4,4512.4,3207,4350544080,null,27316,4511.6,4512.6,2,1,4511.4,4513,1,1,4511.2,4513.2,4,2,4511,4514,1,1,4510.2,4514.4,10,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765257410365239937
2025-12-09T13:16:50.864590,1765257410864590835,0X0037B0C29C033F08,0X0901,0X0000000200000008,CFE_IF2606,0,47798,0,null,null,4523.8,null,4985.2,4078.8,4533.4,4510.4,4512.4,3207,4350544080,null,27316,4511.8,4512.6,1,2,4511.6,4513,2,1,4511.4,4513.2,1,2,4511.2,4514,4,1,4511,4514.4,1,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765257410864590726
2025-12-09T13:16:51.364863,1765257411364863964,0X0037B0C39C033F11,0X0901,0X0000000200000008,CFE_IF2606,0,47798,500,null,null,4523.8,null,4985.2,4078.8,4533.4,4510.4,4512.4,3207,4350544080,null,27316,4511.8,4512.6,1,1,4511.6,4513,2,1,4511.4,4513.2,1,2,4511.2,4514,4,1,4511,4514.4,1,2,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,0,0,null,null,1765257411364863807
